Indicator ID,Indicator Name,Parent Code,Parent Name,Area Code,Area Name,Area Type,Sex,Age,Category Type,Category,Time period,Value,Lower CI 95.0 limit,Upper CI 95.0 limit,Lower CI 99.8 limit,Upper CI 99.8 limit,Count,Denominator,Value note,Recent Trend,Compared to England value or percentiles,Compared to percentiles,Time period Sortable,New data,Compared to goal,Time period range
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,,,E92000001,England,England,Persons,18+ yrs,"County & UA deprivation deciles in England (IMD2019, 4/21 geography)",Fourth more deprived decile (IMD2019),2019/20,61.81567,60.74943,62.88166,60.1312,63.52512,,7926,,,Similar,Not compared,20190000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,,,E92000001,England,England,Persons,18+ yrs,"County & UA deprivation deciles in England (IMD2019, 4/21 geography)",Fifth more deprived decile (IMD2019),2019/20,63.09652,62.18383,63.99181,61.65833,64.44605,,11228,,,Similar,Not compared,20190000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,,,E92000001,England,England,Persons,18+ yrs,"County & UA deprivation deciles in England (IMD2019, 4/21 geography)",Fifth less deprived decile (IMD2019),2019/20,60.58079,59.85152,61.31895,59.4745,61.75396,,17241,,,Better,Not compared,20190000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,,,E92000001,England,England,Persons,18+ yrs,"County & UA deprivation deciles in England (IMD2019, 4/21 geography)",Fourth less deprived decile (IMD2019),2019/20,64.28252,63.66129,64.91736,63.33457,65.30956,,21418,,,Worse,Not compared,20190000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,,,E92000001,England,England,Persons,18+ yrs,"County & UA deprivation deciles in England (IMD2019, 4/21 geography)",Third less deprived decile (IMD2019),2019/20,62.38011,61.70071,63.05436,61.33217,63.44814,,19802,,,Similar,Not compared,20190000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,,,E92000001,England,England,Persons,18+ yrs,"County & UA deprivation deciles in England (IMD2019, 4/21 geography)",Second least deprived decile (IMD2019),2019/20,61.34701,60.76174,61.9363,60.38048,62.31757,,25967,,,Better,Not compared,20190000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,,,E92000001,England,England,Persons,18+ yrs,"County & UA deprivation deciles in England (IMD2019, 4/21 geography)",Least deprived decile (IMD2019),2019/20,58.69667,57.86934,59.51884,57.37951,60.03026,,13883,,,Better,Not compared,20190000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,,,E92000001,England,England,Persons,18+ yrs,"District & UA deprivation deciles in England (IMD2019, 4/21 geography)",Most deprived decile (IMD2019),2019/20,66.71505,66.02911,67.36486,65.62889,67.73389,,19240,,,Worse,Not compared,20190000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,,,E92000001,England,England,Persons,18+ yrs,"District & UA deprivation deciles in England (IMD2019, 4/21 geography)",Second most deprived decile (IMD2019),2019/20,63.72173,63.04181,64.38074,62.61092,64.7602,,19495,,,Worse,Not compared,20190000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,,,E92000001,England,England,Persons,18+ yrs,"District & UA deprivation deciles in England (IMD2019, 4/21 geography)",Third more deprived decile (IMD2019),2019/20,63.25897,62.46572,64.02907,62.03371,64.46792,,14584,,,Similar,Not compared,20190000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,,,E92000001,England,England,Persons,18+ yrs,"District & UA deprivation deciles in England (IMD2019, 4/21 geography)",Fourth more deprived decile (IMD2019),2019/20,62.93124,62.1126,63.74934,61.65035,64.19642,,13197,,,Similar,Not compared,20190000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,,,E92000001,England,England,Persons,18+ yrs,"District & UA deprivation deciles in England (IMD2019, 4/21 geography)",Fifth more deprived decile (IMD2019),2019/20,61.93132,61.14404,62.71537,60.65471,63.15645,,14510,,,Similar,Not compared,20190000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,,,E92000001,England,England,Persons,18+ yrs,"District & UA deprivation deciles in England (IMD2019, 4/21 geography)",Fifth less deprived decile (IMD2019),2019/20,62.38629,61.57611,63.20755,61.10084,63.5764,,14098,,,Similar,Not compared,20190000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,,,E92000001,England,England,Persons,18+ yrs,"District & UA deprivation deciles in England (IMD2019, 4/21 geography)",Fourth less deprived decile (IMD2019),2019/20,61.933,61.12211,62.74294,60.69673,63.27833,,13635,,,Similar,Not compared,20190000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,,,E92000001,England,England,Persons,18+ yrs,"District & UA deprivation deciles in England (IMD2019, 4/21 geography)",Third less deprived decile (IMD2019),2019/20,61.55849,60.72377,62.40042,60.29133,62.90875,,13181,,,Better,Not compared,20190000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,,,E92000001,England,England,Persons,18+ yrs,"District & UA deprivation deciles in England (IMD2019, 4/21 geography)",Second least deprived decile (IMD2019),2019/20,60.0148,59.16367,60.8639,58.70414,61.26217,,13057,,,Better,Not compared,20190000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,,,E92000001,England,England,Persons,18+ yrs,"District & UA deprivation deciles in England (IMD2019, 4/21 geography)",Least deprived decile (IMD2019),2019/20,58.70826,57.91836,59.49997,57.44181,59.93508,,14479,,,Better,Not compared,20190000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,,,E92000001,England,England,Persons,18-24 yrs,,,2019/20,37.76085,36.66049,38.88493,36.03305,39.55517,,7013,,,Not compared,Not compared,20190000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,E92000001,England,E92000001,England,England,Male,18+ yrs,,,2019/20,68.37107,68.0293,68.71234,67.83953,68.92085,,69545,,,Similar,Not compared,20190000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,E92000001,England,E92000001,England,England,Female,18+ yrs,,,2019/20,56.80249,56.46617,57.14304,56.24475,57.33195,,79931,,,Similar,Not compared,20190000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,E92000001,England,E92000001,England,England,Persons,85+ yrs,,,2019/20,64.00292,62.13782,65.81832,61.11977,66.83634,,2554,,,Similar,Not compared,20190000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,E92000001,England,E92000001,England,England,Persons,25-34 yrs,,,2019/20,54.44854,53.73551,55.15806,53.34036,55.54795,,18980,,,Similar,Not compared,20190000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,E92000001,England,E92000001,England,England,Persons,35-44 yrs,,,2019/20,61.64233,61.02788,62.29175,60.67432,62.65854,,22629,,,Similar,Not compared,20190000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,E92000001,England,E92000001,England,England,Persons,45-54 yrs,,,2019/20,67.6662,67.08796,68.24587,66.77395,68.54418,,25477,,,Similar,Not compared,20190000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,E92000001,England,E92000001,England,England,Persons,55-64 yrs,,,2019/20,71.51393,71.00899,72.00674,70.69182,72.28427,,30268,,,Similar,Not compared,20190000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,E92000001,England,E92000001,England,England,Persons,65-74 yrs,,,2019/20,70.98881,70.47126,71.51662,70.11713,71.82988,,29368,,,Similar,Not compared,20190000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,E92000001,England,E92000001,England,England,Persons,75-84 yrs,,,2019/20,70.7283,69.96284,71.53276,69.52301,71.91932,,13187,,,Similar,Not compared,20190000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,E92000001,England,E92000001,England,England,Persons,18+ yrs,,,2019/20,62.62869,62.38527,62.87633,62.22604,62.99607,,149476,,,Similar,Not compared,20190000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,E92000001,England,E92000001,England,England,Persons,18+ yrs,Working status,Inactive,2019/20,63.05713,62.63818,63.47362,62.42687,63.73385,,51111,,,Worse,Not compared,20190000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,E92000001,England,E92000001,England,England,Persons,18+ yrs,Working status,Unemployed,2019/20,65.99416,64.61971,67.39427,63.80171,68.21282,,4398,,,Worse,Not compared,20190000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,E92000001,England,E92000001,England,England,Persons,18+ yrs,Working status,Working,2019/20,63.67854,63.35595,64.00211,63.17852,64.18313,,83416,,,Worse,Not compared,20190000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,E92000001,England,E92000001,England,England,Persons,18+ yrs,Disability,Disabled,2019/20,72.14719,71.59218,72.69878,71.3252,73.0238,,25845,,,Worse,Not compared,20190000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,E92000001,England,E92000001,England,England,Persons,18+ yrs,Disability,Not disabled,2019/20,60.70958,60.43341,60.98859,60.27247,61.12909,,117440,,,Better,Not compared,20190000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,E92000001,England,E92000001,England,England,Persons,18+ yrs,Ethnic groups,White British,2019/20,63.45314,63.18943,63.7189,63.04941,63.87703,,127113,,,Worse,Not compared,20190000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,E92000001,England,E92000001,England,England,Persons,18+ yrs,Ethnic groups,White Other,2019/20,57.60979,56.53907,58.66441,55.85074,59.25614,,8281,,,Better,Not compared,20190000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,E92000001,England,E92000001,England,England,Persons,18+ yrs,Ethnic groups,Asian,2019/20,59.90395,58.64037,61.16589,58.00033,61.89241,,5781,,,Better,Not compared,20190000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,E92000001,England,E92000001,England,England,Persons,18+ yrs,Ethnic groups,Black,2019/20,68.52779,66.35838,70.69509,65.08665,71.90751,,1730,,,Worse,Not compared,20190000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,E92000001,England,E92000001,England,England,Persons,18+ yrs,Ethnic groups,Chinese,2019/20,31.16751,27.95699,34.28913,26.04528,36.20072,,837,,,Better,Not compared,20190000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,E92000001,England,E92000001,England,England,Persons,18+ yrs,Ethnic groups,Mixed,2019/20,59.49522,57.20798,61.76638,56.01128,63.07698,,1755,,,Better,Not compared,20190000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,E92000001,England,E92000001,England,England,Persons,18+ yrs,Ethnic groups,Other,2019/20,61.34728,58.49732,64.22182,56.79785,65.7424,,1118,,,Similar,Not compared,20190000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,E92000001,England,E92000001,England,England,Persons,18+ yrs,Level of education,No qualification,2019/20,71.53697,70.32967,72.73954,69.61625,73.49142,,5187,,,Worse,Not compared,20190000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,E92000001,England,E92000001,England,England,Persons,18+ yrs,Level of education,Another type of qualification,2019/20,65.41535,64.03472,66.78662,63.27263,67.61219,,4724,,,Worse,Not compared,20190000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,E92000001,England,E92000001,England,England,Persons,18+ yrs,Level of education,Level 1 and below,2019/20,68.83979,66.43159,71.22708,65.02109,72.49647,,1418,,,Worse,Not compared,20190000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,E92000001,England,E92000001,England,England,Persons,18+ yrs,Level of education,Level 2 and equivalent,2019/20,67.92091,67.19129,68.6283,66.78692,69.06379,,16075,,,Worse,Not compared,20190000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,E92000001,England,E92000001,England,England,Persons,18+ yrs,Level of education,Level 3 and equivalent,2019/20,66.06786,65.34799,66.79487,64.90231,67.21612,,16380,,,Worse,Not compared,20190000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,E92000001,England,E92000001,England,England,Persons,18+ yrs,Level of education,Level 4 and above,2019/20,59.10671,58.70829,59.50014,58.4619,59.72781,,58852,,,Better,Not compared,20190000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,E92000001,England,E92000001,England,England,Persons,18+ yrs,LSOA11 deprivation deciles in England (IMD2019),Most deprived decile,2019/20,68.81162,68.01795,69.60359,67.59162,70.07482,,13370,,,Worse,Not compared,20190000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,E92000001,England,E92000001,England,England,Persons,18+ yrs,LSOA11 deprivation deciles in England (IMD2019),Second most deprived decile,2019/20,65.67811,64.89284,66.4747,64.419,66.91938,,13718,,,Worse,Not compared,20190000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,E92000001,England,E92000001,England,England,Persons,18+ yrs,LSOA11 deprivation deciles in England (IMD2019),Third more deprived decile,2019/20,64.14745,63.35213,64.93977,62.85773,65.35062,,14361,,,Worse,Not compared,20190000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,E92000001,England,E92000001,England,England,Persons,18+ yrs,LSOA11 deprivation deciles in England (IMD2019),Fourth more deprived decile,2019/20,63.50572,62.71326,64.2749,62.16979,64.68768,,14536,,,Worse,Not compared,20190000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,E92000001,England,E92000001,England,England,Persons,18+ yrs,LSOA11 deprivation deciles in England (IMD2019),Fifth more deprived decile,2019/20,61.94923,61.22914,62.67071,60.8381,63.04425,,17134,,,Similar,Not compared,20190000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,E92000001,England,E92000001,England,England,Persons,18+ yrs,LSOA11 deprivation deciles in England (IMD2019),Fifth less deprived decile,2019/20,61.74604,60.91525,62.55522,60.46756,62.98011,,13174,,,Better,Not compared,20190000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,E92000001,England,E92000001,England,England,Persons,18+ yrs,LSOA11 deprivation deciles in England (IMD2019),Fourth less deprived decile,2019/20,62.27902,61.57275,62.98434,61.14412,63.41868,,17498,,,Similar,Not compared,20190000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,E92000001,England,E92000001,England,England,Persons,18+ yrs,LSOA11 deprivation deciles in England (IMD2019),Third less deprived decile,2019/20,61.27898,60.50369,62.08875,60.0772,62.56942,,14766,,,Better,Not compared,20190000,,,1y
93088,Percentage of adults (aged 18 plus) classified as overweight or obese,E92000001,England,E92000001,England,England,Persons,18+ yrs,LSOA11 deprivation deciles in England (IMD2019),Second least deprived decile,2019/20,59.73354,58.9549,60.51443,58.4832,60.97245,,14623,,,Better,Not compared,20190000,,,1y
